sms,label
"Maaf' Soal Angsuran bulan ini Pembayaran harus melalui ke bpk.Yogi, HP: 08562115779, soalnya sdh dikuasakan",0
"Maaf tolong uangnya ditransfer saja ke Bank xxx An. xxx No.Rek 2952149xxx, bila sudah ditransfer SMS saja, terima kasih",0
"Manfaatkan fasilitas pinjaman tanpa jaminan, syarat F.copy KTP, Kartu kredit, proses 3 hari kerja, info, hub: Rasti 021 91998977",0
Manfaatkan segera creditCard anda utk apply pinjaman 20-250jt ada cashback berminat hub: Bintang 021-27450166.tks,0
Mau Liburan Gratis ke Lombok Sambil Belajar Foto? Klik http://goo.gl/FVcnW .Paket Internet HANYA Rp1500 dpt 7MB/1hr. hub *100*15# .Cek status paket di *889# <<,0
Mau Nissan Juke?Ayo beli POPMIE skrg dan kirim kodenya di *200*200*Kodeuniq# siapa tahu kamu pemenangnya.Hati2 penipuan CS:02171790989 klik http://goo.gl/dm7PK,0
Mau Uang Tunai 1jt?Ayo gabung layanan Video Cliponyu & Keluarkan jurus gombal-mu yg paling dahsyat utk host2 cantik Cliponyu. Ketik CLIP ke 99900.CS:02129657333,0
"MEGA PRIMA TAMA PROMO DISCON 20-50% Blackberry dacota rp. 2.700.000 onyx 2 rp. 1,8 iphon,ipad Laptop, Camera, DLL INFO www.megaprimatama.com PIN BB 2A9EA404",0
meganai Ruma bpk/ibu yg mau di jual sd di surpai dan sy berminat sy tlpn tdk bisa tembus masalah harga hub suami sy 085399700354 Dr.H.IRAWAN,0
"MELEJIT PINTAR,kursus suami-isteri aktifasi smangat bljr&penguatan fungsi i=otak anak agar prestasi mningkat.Telepon 02749447574 atau ketik OK sms ke 081931753240",0
"Mengenai Rumah Bpk/Ibu yg mau di jual sdh di survey dan sy berminat,sy telpon tdk bisa tembus. masalah hrg hub suami sy. 0823-7390-1777 Dr.H.IRAWAN",0
"NAGAMAS ELECKTRONIK BB Dakota>2,4jt BB Davis>900rb BB Gemini>rbq BB Torch>1,7jt DLL Call. 085777779458 Sms. 0818433247 Pin BB: 2A550530 www.nagamas-cell.com",0
"Nasabah Bank BRI Yth, Selamat Anda Mndptkan Cek Tunai Rp.27jt dari BANK RAKYAT INDONESIA Pin : (ijh76k79) u/Info klik dan Kunjungi :www.hadiahBRI.blogspot.com",0
Nasabah BRI yth. Anda dapat cek. 27.juta dari undian BRI Kode triplle cek anda (02599875) info hadiah klik www.bripusat2016.blogspot.com,0
Nasabah BRI Yth. Norek anda terpilih sebagai pemenang UNDIAN BRI-2016 KODE PIN anda (ijh76k79) U\info HADIAH anda klik: www.undian2016bri.blogspot.co.id,0
"NASABAH Yth, Anda Di Minta Menghub BRI Prihal Tabugan Anda dapat Cek Rp.27jt dri BRI dgn KODE CEK: 02599875 INFO Klik: www.callcenterbankbri.blogspot.co.id",0
Nasabah yth.rekning tbungn anda ERROR&hrus di monitor ulang agar bisa di gunakn kmbli.maaf sblum ke kntor hrap hub pk ARYADHI dlu di.0816288602.tks,0
Nasabah Yth: Rek anda mndpt cek Rp.27jt kode cek anda (02599875) Info Hub: 085828523888. atau klik www.hadiahbankbri2016.blogspot.co.id,0
"NASIB:Berbagi, berbakti Rutinkan 2 hal ini Maka ringanlah beban2 hidup. dpt wallppr di http://m.m4in.biz/r?74WhuM STOP: *123*66# / ketik UNREG NASIB ke 92828 CS: 087789917018",0
NASIB:Nutrisi otak slh 1 nya berfikir positif. klo sdh segala hal bs jd ilmu. dpt wallppr di http://m.m4in.biz/r?jXPC42 STOP: *123*66# / ketik UNREG NASIB ke 92828 CS: 087789917018,0
No.ID Pengisian pulsa M-Tronil Anda (672AT88) Mendapatkan HADIAH PROGRAM Poin isi ulang M-Tronik U/info Resmi Pemenang klik www.isiulangmtronik.webs.com,0
Pelanggan Yth SimCARD Anda M-dptkan Cek Tuanai Rp:27jt Dari PT.TRICARE INDONESIA Pin Anda HDR7JN7 U/Cek Pin Kunjungi www.programundiantricare-2015.blogspot.co.id,0
"Pelanggan yth, Anda mendapatkan hadiah ke (2) dari, POIN PLUS PLUS INDOSAT. Pin pemenang: b89c7h9 info pemenang klik www.indosatpoinplus-7887.webs.com",0
"Pelanggan Yth, Selamat, Anda men-dpt hadiah dr: Pengundian PT . INDOFOOD POPMIE pin anda FH53X77, U/info klik:www.pop-mie-indofood.webs.com",0
"Pelanggan yth,saya mba muliani operator Tri. Telah menghubungi anda tapi tidak tersambung jadi informasi ini saya sampaikan lewat SMS sebelum hadiahnya jatuh tempo. Selamat nomor Tri anda menang undian dr pesta isi ulang pulsa,Pin pemenang (25b17h) segera hubungi kantor Tri jakarta. Tlp; 089660608887 info klik: www.3tricard.blogspot.com",0
"Pelanggan yth,saya REZKY operator TRI, telah menghubungi anda tapi tidak tersambung jadi informasi ini saya sampaikan lewat SMS sebelum hadiahnya jatuh tempo, selamat no Tri anda menang undian dr pesta akhir tahun TRI Pin pemenang (2547afr) Info klik; www.bonus-tri75.blogspot.com",0
"Pelanggan Yth. kami dri kantor TRI jakarta sdh menghubungi No anda tpi tdk tersambung, Informasi ini kami sampaikan lewat sms, No Anda trpilih memenangkan HADIAH Cek Rp.35juta.dri Undian isi ulanag TRI-2016,PIN undian anda.(2547afr) U/Info;089653382227 KLIK; www.care27.blogspot.com",0
pelanggan yth. SIMCARD Anda sbg pemenang Mendapatkan HADIAH Mobil Toyota ALL NEW YARIS PIN:8jf2177 dari GEBYAR UNDIAN 3 CARE Untuk Info lenkap klik: www.infoundian-3care.blogspot.com,0
Pelanggan YTH. SIMCARD Anda sbg Pemenang Mendptkan HADIAH Mobil Toyota ALL NEW YARIS PIN:8JF2177 dari GEBYAR UNDIAN 3 CARE Untuk Info Lenkap Klik: www.infogebyarhadiah3care.blogspot.co.id,0
Pelanggan Yth. SIMCARD Anda sbg Pemenang Mendptkan Hadiah Mobil Toyota ALL NEW YARIS PIN:8JF2177 dari GEBYAR UNDIAN 3 CARE Untuk Info Lenkap Klik: www.infohadiah3care2016.blogspot.co.id,0
Pelanggan Yth. SIMCARD Anda sbg Pemenang Mendptkan HADIAH Mobil Toyota ALL NEW YARIS PIN:8JF2177 dari Program Pesta Akhir Tahun 3 Care Untuk Info Lenkap Klik: www.infohadiah3care2015.blogspot.co.id,0
Pelanggan Yth. TRI CARE No.XV/2015 PIN_PEMENANG ANDA 8JF2177. Mendapatkan Hadiah 1 Unit Mobil Toyota Yaris. Info klik http://tri-3.webnode.com/ UNTUK MENCOCOKKAN PIN PEMENANG ANDA,0
Pelanggan Yth: Selamat! No.SimCard anda 081571xxx resmi menang undian POIN plus-plus Edisi th2014 Pin anda:er56d7 U/info klik: www.hadiah-poin.blogspot.com,0
Pesan resmi dari 3care Bahwa saya mendapatkan undian ketiga uang tunai 100juta.www.tri-indonesia2016.blogspot.com,0
PESAN RESMI dari M-KIOS PESTA ISI ULANG KRT anda terpilih men-dptkan HADIAH ke-4 cek 100jt PIN:M7H7R47 hub:custumer klik: www.snmkios-ed16.blogspot.com,0
pesan resmi DARI PT.PLANET 3CARD anda mendapatkan hadiah CEK TUNAI Senilai Rp.100jt jatuh ke pemenang (3) kode PIN:bg58757 silahkan CEK di: www.planet-3care2016.blogspot.com.,0
pesan resmi dari PT.TRI CARE indonesia selamat SimCARD anda mendapatkan hadiah senilai 100 juta jatuh ke pemenang (lV) kode pin ijh76k79 silahkan cek di www.pt-tricare.com,0
"PESAN RESMI DARI PT3CARE berkat isi ulang pulsa No. anda RESMI mendapatkan hadiah.Rp. 100 juta dari 3CARE dengan PIN. pemenang anda (b8337h9) u/info klik, www.hadiahlpt3care959.blogspot.com",0
"PESAN RESMI DARI TRI3CARE, SELAMAT ANDA MNDPT HADIAH 1UNT MOBIL HONDA JAZZ RS,NO.PIN PEMENANG ANDA : 47BL759 UNTUK INFO KUNJUNGI : http://gebyar-3care2016.jimdo.com",0
PESAN RESMI dr PT.Tricare Slamat No anda tpilih mndpt HADIAH 1unit Mobil Honda JAZZ Pin Pmenang anda 454647LM u/ Info Klik:www.hadiah-tricaretbk2016.jimdo.com,0
PESAN RESMI DR TRI CARE INDONESIA 2016 Selamat No.anda mendpatkn hadiah dgn No.PIN:47BL759 U/info silahkan kunjungi: www.gebyar3care-2016.jimdo.com,0
"PESAN RESMI dri TRI 3Care, Slmt Anda mdpt Hadiah 1 Unit Mobil HONDA JAZZ RS. No.PIN Pemenang Anda: 47BL759. Utk Info Kunjungi: www.layanantricare-2016.jimdo.com ",0
"PESAN RESMI dri TRI CARE Selamat anda m-dptkan hadiah CEK TUNAI Sebesar Rp.45jt Pin undian 94AD653, U/Info kunjungi;www.undian-bimatri.blogspot.com",0
"PESAN RESMI dri Tri Care,Selamat anda m-dptkan hadiah CEK TUNAI Sebesar Rp.45jt No:Pin undian 94AD653, U/Info kunjungi:www.pusat-bimatricare.jimdo.com",0
Pesan Resmi M-KIOS Sim Card Anda Menang Hadiah ke4 Cek 100jt Dari Promo M-KIOS PIN:M7H7R47 hub:Ir.H.SURIANTO 0823 8777 5019 klik: www.kjtn-mkiosjkt.blogspot.com,0
PESAN RESMI PT.3Care Indonesia Berkat isi Ulang No. Anda Resmi meraih hadiah ke-1 Dengan kode PIN Anda {8JF2177} U/Info Hadiahlik: www.berkat-isiulang3care.blogspot.com,0
PESAN RESMI Selamat NO Simcard anda M-dptkam hadiah cek.Rp.35juta dr TRI CARE pin:7Y7R8K9Z info keik: www.id-tricare2016.blogspot.com,0
PESAN RESMI Selamat No Simcard Anda M-dptkan Hadiah Cek Rp.100juta dr TRI CARE Pin: 7Y7R8K9Z Info Kelik: www.gebyar3care15.blogspot.com,0
PESAN RESMI Selamat No Simcard Anda M-dptkan Hadiah Cek Rp.100juta dr TRI CARE Pin: 7Y7R8K9Z Info Kelik:www.situstricare77.blogspot.com,0
PESAN RESMI Selamat No. Simcard Anda M-dptkan hadiah Cek Rp.100juta dr TRI CARE Pin: 7Y7R8K9Z 089636298565 Info klik: www.bima3care78.blogspot.com,0
PESAN RESMI Selamat No. Simcard Anda M-dptkan hadiah Cek Rp.100juta dr TRI CARE Pin: 7Y7R8K9Z Info klik: www.bima3careindo.blogspot.com,0
"PESAN RESMI Tri No. XV/15 PIN PEMENANG ANDA 67YTG44 TERPILIH SEBAGAI PEMENANG KE II HADIAH CEK TUNAI 45 JT INFO LENGKAP .TRI KLIK WWW.3-INFO.WEBNODE.COM DARI NOMER. 089655264130 TERUS ADA SMS .MAAF,SAYA MAU TELEPON BISA DARI NO 085104894998",0
PESTA M-TRONIK!! Anda sebagai pelanggan Setia M-Tronik terpilih Pemenang HADIAH ke(3) PIN pemenang:2AIU87E U/info klik www.info-undianmtronik.jimdo.com,0
"Plg Yth No,simcard anda men-dptkan 1'unit TOYOTA ALL NEW YARIS di GEBYAR TRIcare.pin pmnang 8JF2177. U/info hub:089676547727 atau klik:www.data-tricare.jimdo.com ",0
plg yth no. Anda terpilih menang cek Rp.100jt dr PT.TELKOMSEL HUT TELKOMSEL Ke-17 thn 2012 hub call center:085313311113,0
"Plg Yth! No' Anda 081310xx m-dpt Hadiah All new avanza dr PT.TELKOMSEL PIN Anda:b89c7h9 Info klik: www.tsel-resmi777.jimdo.comA/hub;0016282333306308,",0
"Plg yth, selamat nomor 3Care anda terpilih mendptkan Hadiah Cek tunai Rp.45jt dr program Undian 3care PIN:7711CA88 Info klik: www.tricare2016.jimdo.com",0
"Plg Yth,no Anda men-dpt hadiah dr: pengundiang PT. INDOSAT pin anda:b89c7h9 U/Melihat hadiah Anda klik: www.pemenangindosat-poin.webs.com",0
Plg Yth: Simcard anda mendptkan bonus poin plus-plus 555 dr:PT.INDOSAT pin anda:277fg49 u/info klik di www.indosat-555.blogspot.com atau Hub:021-3338-0074.,0
Plg/Yth!! nomor anda resmi terpilih sebagai pemenang hadiah ke-2 dari PT.M- tronik No Pin:  2g43f79  U/Info pengurusan hadiah anda klik:www.gebyarmtronik.tk,0
Plgn Yth ! Anda mendpt hadiah (1) unit mobil SUZUKI ERTIGA dari PT.HM SAMPOERNA Tbk. pin anda:F77A47H u/info klik www.sampoernatbk.co.nf,0
"plgn yth,saya h.rian harino opoerator tri tlah menghubungi anda tapi tidak tersambung jdi informasi ini saya sampaikan lwt sms,sblum hadiah jatuh tempo,selamat no tri anda menang undian dari 3care no pin pemenang anda MG75K7,segera hub kantor tri jakarta;0895-349-076-577/info klik www.kejutanundiantri.blogspot.com",0
"plgn yth,TRI dan MNCTV sudah mengumumkan nomor anda pada tgl:03-Maret-2015 pagi tapi tdk tersambung jadi saya DESI HERMAWATI Costumer Servis TRI di PLAZA SEMANGGI Lt1 jl,JEND SUDIRMAN KAV50 JKT PST Mengirimkan sms penting sebelum jatuh tempo bahwa nomor simcard tri anda menang undian PESTA INTERNET TRI hadiah ke2 TOYOTA NEW YARIS,PIN anda:2d7id99.Info resmi klik;www.internet-tri.jimdo.com",0
"Plgn yth,TRI dan MNCTV sudah mengumumkan nomor Anda pd tgl 5 Agustus 2015 Tapi tdk dpt trsmbung jadi saya DESY HERMAWATI dr PT.HUTCHISON TRI di PLAZA SEMANGGI lt 1 jl.jend Sudirman kav 50 jkt pst kirim SMS sblum jtuh tempo bhwa NO simcard anda menang undian PESTA POIN TRI hadiah ke2 TOYOTA ALL NEW YARIS pin Anda .2d7id99 klik situs resmi di,www.my-tri2015.jimdo.com",0
"PROMO CUCI GUDANG Blackberry, samsung, apple, dan laptop beli 2 dpt 3 info call : 082193609797, pin bb ; 27514362 FB ; caturgadget@ymail.com",0
"PROMO LEBARAN.Paket Service Motor+Olie HANYA 35rb(harga biasa Rp42rb)ada di Genuine Oil+GOP SHOP,Info 088980007432berlaku 15jui-15aug2013.www.genuineoil.co.id",0
"PT. INDOFOOD tbk Menyampaikan bahwa anda terpilih pemenang HADIAH ke(3) dari promo POPMIE dengan PIN:2aiu87e, Utk/ info klik www.promoundian-popmie.jimdo.com",0
"PT. Pertamina persero menerima karyawan(i) Lulusan SMK, D1,D2,D3,S1&S2 kirim lamaran,CV,Ijazah,photo4x6 & notip ke email: pertaminareckrutment@ymail.com",0
PT.BNI (persero) Tbk. Rekening Anda Terpilih dapat Rp.27jt Dari Rejeki Bni Taplus. Kode Cek 02599875 Silahkan Klik  www.bnitaplus46.tk,0
"PT.INDOFOOD.tbk menyampaikan bahwa anda telah resmi menangkan uang Rp.49jt dari pop mie No.PIN XY7QD77, Info lengkap Klik www.undianindofood-tbk.jimdo.com",0
PT.TRI CARE PIN Pemenang ( •••••• ) anda m-dptkan HADIAH I unit TOYOTA YARIS U/Info cek pin klik: www.tricare2015.blogspot.com,0
PT.TRI CARE Selamat!!! simcard anda mendapatkan hadiah 1 Unit TOYOTA AVANZA Dengan pin: (F8HJ7TL) untuk info klik: www.hadiah-tri3care2016.blogspot.co.id,0
PT.TRI No.V11-3/16 Slamat No.SimCARD Anda mraih CEK TUNAI Rp.35Jt Program ISI ULANG PULSA Pin:M902CX8J Info Klik: www.Bonus3tri.com,0
"RESMI dari indosat NO anda 0815XXXXXXX terpilih sebagai pemenang poin plus-plus PIN Pemenang Anda (b89c7h9) u/info klik www.semarak-poinplusplus-2013.webs.com"" (sms ini dikirim dari no 085798428715)",0
RESMI TRI CARE Pin pemenang Anda_8JF2177 Medptkan 1/Unit TOYOTA YARIS U/Info Lanjut klik: www.gebyar3care.jimdo.com CS:021-80001234/089643122237,0
"RUMAH&TANAH yg mau di jual,sy IBU AYU sdh SURVEI dan berminat u/membeli Mslh hrg Mhn hub suami saya 085282157222 Dr.HJ.SOPIAN",0
"Saya ARUM K PRASODJO operator TRI JKT PST bekerja sama dengan PT.POS PERSERO membuat surat pemberitahuan untuk anda tapi alamat registrasi kartu TRI anda tidak di temukan jadi kami kirim lewat sms info ini.SELAMAT!,Nomor anda menang undian TRI yang di siarkan di MNCtv tgl 11-agustus 2015 sebagai pemenang ke2 dengan pin undian;333342M.Lengkapi prosedur hadiah anda sebelum jatuh tempo klik;http//www.gebyar-trichampions.jimdo.com.",0
"saya td pagi juga dapat sms. PT.TRI.3SimCard anda Resmi M-dptkan Hadiah HONDA JAZZ Rs. Kode Pin:477BFG7S, Info Hub:089606490199 KLIK:www.pusat-tri.blogspot.com",0
"Segera dapatkan E-TIKET pswt hrga PROMO penerbangan Domestik & Internasional Reservasi tiket, mudah & Praktis, hub : 02136146799, 085312792222 www.Asia-travel.com",0
"Segera dptkan Ijazah D3-S1-S2 Asli Terdaftar & Akreditasi Cepat, Kilat Instan Yang Resmi Silahkan Ke: www.buatijazahs1.wordpress.com Atau Hub:085222999475.Tks",0
Selamat !!! Anda mndptkan cek tunai Rp.27jt dr PT.Bank Rakyat Indonesia pin anda:ijh76k79 u/info klik www.bri-untungbeliung.blogspot.com atau hub:021-3677-1839,0
SELAMAT Anda sebagai pemenang promo UNDIAN POP-MIE GETLUCKY men-dptkan 1unit MOBIL NISSAN JUKE pin anda:b89c7h9 U/INFO Klik:www.hadiah-pop-mie-2013.webs.com,0
Selamat anda terdftr diProg GRATIS Nelp 1000Mnt&1000SMS keISAT+Internet hg 1000MB CUMA dg IsiUlang mulai 10rb. isiUlang pulsamu&Nikmati bonusnya.Cekbns: *555*3#,0
Selamat KPD pemilik NO simCARD 085643XXXXXX mendapatkan . UANG TUNAI Rp 49jt dari PT.INDOSAT pin:RWD2749 www.indosat-poin-2013.jimdo.com atau HUB 085693577707 !spam!,0
Selamat No.SIM Card Anda M-dptkan HADIAH {1} UNIT MOBIL TOYOTA YARIS PIN:8JF2177 U/INFO Hub: 0895343233477 klik www.info-hadiahtricare.blogspot.co.id awas penipuan,0
"Selamat Nomor 3care Anda terpilih Mendptkan HADIAH 1unit mobil TOYOTA YARIS, Pin pemenang anda:(8jf2177). U/Info Cek di: www.caretri.blogspot.com",0
selamat nomor 3Care anda terpilih mendptkan Hadiah Honda Jazz RS dr program Undian 3care PIN:792RW1F7 Info klik: www.tricare2016.jimdo.com Nih BANK BRI No Rekening:  313.0100.5936.535 Atas Nama: Bayu Alamsyah,0
Selamat! No Anda Terpilih M-dptkan kejutan HADIAH langsung Dari 3care kode Pemenang anda b89c7h9 Utk Info Lenkap kunjungi web kami www.hadiahT3care.blogspot.com,0
"Selamat!! Anda Men’dpt hadiah Rp.75juta. Dari TELKOMSELpoin ""Periode maret"" PIN anda(33c7) Hub kntr pusat: 082113720777 Ir.Wardoyo).",0
Selamat!anda m-dptkan Hadiah Cek Tunai Rp. 15jt dari INDOSAT Pin_anda 277fg49 U/info pengambilan Hadiah kunjungi website indosat www.hadiah-indosat.blogspot.com,0
"Selamat!anda mdptkan satu unit MOBIL NISSAN JUKE dr PT.INDOFOOD pin_anda 27tdn55 u/info pengambilan Hadiah, kunjungi website www.popmieget-lucky.blogspot.com",0
selamat!anda mndptkan hadiah Cektunai Rp. 15jt dari INDOSAT pin_277fg49 U/info pengambilan hadiah.kunjungi website indosat www.gebyar-poinindosat.blogspot.com,0
"Selamat,Anda M-dptkan Hadiah 1 Unit Mobil HONDA JAZZ & UANG TUNAI 35JT Rs Dr PT.TriCare PIN Pemenang Anda;477bfg7s. U/info klik: www.tricareindonesia.com",0
"Selamat,Kepada pelanggan 08157xxx Anda mendpt hadiah ke4 Dalam program POIN PLUS PLUS INDOSAT No.PIN:277fg49 info klik www.poinplus-plus-7887-2013.webs.com",0
"Selamat,No SimCard Anda Resmi M-dptkan HADIAH 1 Unit HONDA JAZZ Dari, Tri 3Care PIN PEMENANG Anda 25ZT67KM U/Info Cek Pin Klik: www.infohadiahtricare.ml",0
SELAMAT: Anda T'rpilih L'ngsung M'ndptkan Hadiah Dr PT.TELKOMSEL Rp:75jt.U/INFO Hubungi pusat: 085245780079 Drs.H.MULYADI Pelaksana:TELKOMSEL,0
"Seminar ke Denpasar Bali mewakili kemahasiswaan & kewirausahaan dapat biaya transport Rp 10 juta. Nomor Peserta 100/semnas/9997175/dikti/2011. Direktur Kemahasiswaan DIKTI Prof. Dr. Joko Purwanto, M.Si. Hubungi 081281108799 Wahyudin Zarkasi. No. referensi PTX:001/3591/0100/1572/503",0
SIM Card anda M-dptkan HADIAH 1 YUNIT MOBIL TOYOTA YARIS No.pin pemenang Anda [8JF2177] U/INFO www.hadiahtricare.blogspot.com,0
SIMCARD Anda adalah pemenang Gebyar isi ulang TRI 2015 dengan PIN:7N77F33 lakukan verifikasi sekarang juga hanya di www.idtricare.blogspot.com,0
Slmt No Anda mendptkan Hadiah 1 unit MOBIL HONDA jazz dr promo TRI CARE 2016 dgn PIN PEMENANG:454647LM lnfo Klik:www.kejutanbimatri.blogspot.com,0
"Slmt simCARD anda 08562XXXXXX mdpat cek tunai Rp.49jt PIN (RWD2749) info CS,085691371116 atau kunjungi www.indosat-id.jimdo.com",0
"SLMT!! No Anda men-dpt hadiah dr:pengundian PT.TELKOMSEL No pin b89c7... Untuk melihat Hadiah Anda, silakan klik : www.telkomselpoin2222.webs.com",0
Slmt!! No anda Mendpt hadiah Rp. 75 juta. dari TELKOMSEL poin. Diundi tadi mlm Pukul 23:30.wib Di RCTI.Info Hub : 085377177138.IR. SERIANTO. Pengirim : *777,0
Slmt!! No Anda Men-dptkan Hadiah dr Pengundian Poin Plus Plus INDOSAT No Pin(d377hi8) info Pemenang silahkan klik www.kejutan-indosatpoinplusplus2013.webs.com,0
Slmt!! No Anda Men-dptkan Hadiah dr Pengundian Poin Plus Plus INDOSAT No Pin(d377hi8)Utk info Pemenang silahkan klik www.kejutan-indosatpoinplus2013.webs.com,0
SLMT!!! NO anda m-dpt mobil AVANZA dr kartu AS di undi td malam di metro TV pkl : 23.00 wib u/info klik : www.telkomsell.jimdo atau/Hub : 0016285286552555,0
SLMT!!! NO anda m-dpt mobil AVANZA dr kartu AS. di undi td malam di metro TV PKL 23:00.info.kunjungi almt kami:www.Priode-.webs.com/hub:0016282190254447.TSEL,0
Slmt!!No anda Mendpt hadiah Rp.75jt.dari TELKOMSELpoin Diundi tadi mlm Pukul.23:30.wib Di RCTI.info Hub: 085217777509 Drs.H.SRIANTO Pengirim: +777,0
"SLMT!-No Anda M-dpt 1-unit Mobil all New AVANZA,Dari TELKOMSELpoin PIN_pmenan anda b89c7h9)U/info Lengkap kunjungi: www.telkomselpoin-777.pusku.com",0
"Slmt_No. Anda Mndptkn Hadiah ""GRAND PRIZE"" Uang 'Rp.100jt,dr TELKOMSEL poin No.PIN-25g47jk Hub Call Center 081233303888 Pengirim : T-Sel",0
"SMLT_Anda m-ndpt Hadiah TOYOTA ALL New AVANZA, dr TELKOMSELpoin, Pin pemenang anda b89c7h9. U/INFO Lebih lengkap kunjungi: http;//gebyartelkomsel.juplo.com",0
Surat Keputusan dari Tri Care Indonesia No.XV/2015 Pin_Pemenang ANDA : 67ytg44 mendapatkan hadiah cek tunai Rp 45 jt. U/INFO kunjungi: www.id.tri.webnode.com.,0
"Surat Keputusan dari Tri Care INDONESIA No.XV/2016 PIN_PEMENANG ANDA.HH25H77 Mendapatkan Hadiah 1 Unit Mobil Honda Jazz RS,U/Info Klik:http//tri-2016.webnode.com/",0
Surat keputusan dari Tri Care INDONESIA No.XV/2016 Pin_Pemenang ANDA:67ytg44 mendapatkan HADIAH CEK TUNAI Rp.45juta U/INFO klik: www.info-undian3.webnode.com,0
Surat keputusan dari tri care indonesia no.XV\2016 pin pemenang anda 67YTG44 terpilih mendapatkan cek sebesar 45jt info kunjungi www.my-tri8.webnode.com,0
Surat Keputusan dr Tri Care No.XV/2015 PIN Pemenang Anda=M902CX8J Mendapat Cek Rp. 35juta. U/Info klik www.info-3careindonesia.tk,0
Surat Keputusan dri PT.Tri 3care No.XV/2015 Pin_Pemenan Anda 2f5c477 Ber'hasil Men-dapatkan 1 Yunit Mobil HONDA JAZZ RS.U/info Kunjungi www.situshadiah-3care.blogspot.co.id,0
Surat Keputusan Dri Tri Care No.XV/2015 Pin Pemenang 477BFG7S Mdptkan Hadiah HONDA JAZZ HUB:02150227999 Info Pin klik: www.tricareindonesia.com,0
Surat Keputusan PT.TRI CARE Slamat No.Anda Resmi Meraih Hadiah TOYOTA YARIS PIN Undian:477FBG7S Info Hub:089636872499 KLIK:www.pusat-tricare.com,0
Surat keputusan PT.TRI.3 SimCard anda Resmi M-dptakan Hadiah HONDA JAZZ Rs Pin Undian: 477BFG7S. Info Hub: 089667794299 KLIK : www.gebyar-tricare.com,0
Surat Keputusan PT.TRI.3 Slamat No.08966xxx Resmi M-dptkan HONDA JAZZ Rs KODE Pin:477BFG7S Info Hub:08606490199 KLIK: www.hadiah-tricare.com,0
Surat keputusan resmi dr Tri Care No.XV/2016 PIN Pemenang Anda=39XV544F Mendpt-1 unit Mobil HONDA JAZZ Rs U/Info klik www.kejutantriindonesia.blogspot.co.id ,0
Surat keputusan resmi SLMT'No SIM CARD anda telah T/pilih pemenang Ke-2 dri PT-M-TRONIK Pin anda:(2f54e7) U/info klik: www.cekhadiahmtronik2016.ga,0
Surat_keputusan dari tricare indonesia NO XV/2015 Pin pemenang 8JF2177 mendapatkan 1TOYOTA YARIS U/info Kunjungi www.tri-2015.webnode.com atau blogspot.com,0
"Sy Ajeng mendapat sms dari PT. 3Care Indonesia uang tunai Rp. 100 juta di website www.pttricare2016.blogspot.com tetapi dimintai membayar Administrasi Rp. 1,250 juta...sy juga di telpon pak Bambang Purwanto & diberi nomer rekening tujuan pembayaran Administrasi melalui Bank BRI a/n PT. TRI LESTARI bahkan dalam websitenya dicantumkan KTP Marketing Office PT. 3 Care Indonesia",0
"Sy Dr.Rimbawan(Dirmawa IPB)Yth,Jajang Roni Aunul Kholik(NIM:E14090090)Di minta Hbngi Skrng Prof.Dr.Ir.Yonny Koesmaryono,MS.0819882923.Di Tunjuk Hadir Seminar Pengembangan Karakter Mahasiswa Dari Dikti Tgl 14/15 April di Htl Nusa Dua Bali,Trims.",0
Terima kasih telah melakukan isi ulang di sunny15.Trx Sukses sbsar 10.000 SN:1790103904.BYR PLNTELKOM BISA.Kami tnggu kedatangan Anda kembali,0
Terpilih dapat cek 27jt. KODE TRIPLE CEK ANDA (02599875) U/Info Klik Website www.undianbri.co.vu,0
"Toko bagus phone promo diskon 50% blackberry:Dakota Rp.2,8jt torchRp 2jt Gemini 900rb info/sms/pin 282F4C55 085776973349 WWW.TOKOBAGUSPHONE.COM",0
"toko bursa cuci gudang diskon 60% BB DAKOTA ; 2,3 JT, TOCH ; 1,6 JT, GEMINI ; 1 JT, LAPTOP INFO : 085322222369 PIN BB : 2A6FB800E www.shopinbursabb.blogspot.com",0
"TOKO JAYA BB,,, discount 50% berbagai type BLACKBERRY Gemini 900 ribu, Torch 2,5 jt, Dakota 2,8 jta NOKIA& SAMSUNG, Info klik www.jayabb.com",0
"TOKO JEMBER Promo Discon 50% Keyboard Yahama: Dakota Rp. 2,8 jt, Onix3 Rp. 2,2 jt, Gemini Rp. 800 rb Info/SMS : 085234234117 PIN BB 295C6D02 www.jember-shop.blogspot.com",0
"TOKO NIAGA-CELL Disc 45% Khusus PROMO :-  Blackberry-  NOKIA-  SAMSUNG-  IPHONE dll, Info Hub/sms ke : 082-33333-783 Buka  Website Kami : www.niaga-cell.blogspot.com",0
TOKO RAHMAT ABADI BIG SALE 50% Blackberry/Iphone Ipad/Samsung Laptop/DLL Info Hub Sms: 085774280447 PIN: 26AB6BEE Atau Cek di: www.abadi-shop47.blogspot.com,0
"Tolong uangnya Di transfer sekarang aja ke bank BNI: 022-741-3681. A/n FRISKA ANANDA, sms kalau sudah di Transfer, trimksi... - See more at: http://metropolitan.inilah.com/read/detail/1777965/awas-modus-penipuan-sms-model-baru#sthash.DKwN8EaE.dpuf",0
